pm2_5,pm10,no2,so2,co,o3,temperature_c,air_quality
33,67,18,10,3.12,80,30.4,Moderate
91,297,133,85,6.46,121,26.0,Unhealthy
206,373,137,100,9.55,136,34.1,Very Unhealthy
97,319,99,61,7.23,142,28.7,Unhealthy
105,332,122,75,7.27,118,36.7,Unhealthy
62,205,108,44,4.19,85,22.5,Unhealthy for Sensitive
31,226,66,40,6.47,70,20.7,Unhealthy for Sensitive
49,231,107,41,4.76,90,26.5,Unhealthy for Sensitive
26,129,48,23,2.47,76,20.5,Moderate
59,194,68,71,5.05,94,25.2,Unhealthy for Sensitive
116,365,97,69,8.07,139,40.9,Unhealthy
16,64,64,28,4.21,63,23.5,Moderate
17,39,49,33,4.42,43,17.8,Moderate
194,423,128,78,8.68,146,33.5,Very Unhealthy
189,375,137,96,8.95,148,39.0,Very Unhealthy
270,346,139,94,9.51,130,39.4,Very Unhealthy
15,194,18,25,3.93,65,33.5,Moderate
41,241,61,58,6.12,114,26.3,Unhealthy for Sensitive
291,409,145,100,9.12,150,37.3,Very Unhealthy
93,321,128,72,7.78,120,39.0,Unhealthy
49,167,90,84,3.51,111,33.5,Unhealthy for Sensitive
149,297,93,76,6.24,109,30.8,Unhealthy
50,162,76,35,6.51,115,35.9,Unhealthy for Sensitive
48,177,62,34,4.55,84,32.4,Unhealthy for Sensitive
221,440,142,98,8.78,147,32.6,Very Unhealthy
128,362,131,75,9.01,110,37.8,Unhealthy
108,345,106,66,8.79,89,28.2,Unhealthy
33,158,29,37,5.82,65,25.2,Moderate
88,294,130,78,7.86,146,31.3,Unhealthy
40,241,52,55,7.94,85,30.7,Unhealthy for Sensitive
175,326,138,64,8.1,126,32.4,Unhealthy
174,396,146,89,8.93,143,36.6,Very Unhealthy
65,308,119,75,7.92,141,36.5,Unhealthy
49,358,135,83,6.88,121,22.4,Unhealthy
67,317,115,71,7.45,121,29.8,Unhealthy
22,126,47,36,3.79,71,26.3,Moderate
45,141,82,75,6.94,85,28.2,Unhealthy for Sensitive
52,257,106,77,7.73,98,18.2,Unhealthy
36,260,72,61,7.11,84,24.4,Unhealthy for Sensitive
176,447,133,96,8.77,138,34.3,Very Unhealthy
91,311,87,73,9.05,90,26.3,Unhealthy
20,107,15,32,2.83,75,21.4,Moderate
19,70,77,22,1.82,31,24.4,Moderate
5,52,21,20,1.64,35,21.4,Good
63,316,107,80,6.74,101,27.6,Unhealthy
56,221,96,67,5.26,85,25.7,Unhealthy for Sensitive
28,90,28,32,3.84,56,28.0,Moderate
250,407,149,91,8.95,140,35.9,Very Unhealthy
52,190,87,50,5.62,112,33.5,Unhealthy for Sensitive
42,312,93,32,6.22,93,27.9,Unhealthy for Sensitive
36,163,77,58,5.76,74,33.4,Unhealthy for Sensitive
21,99,31,17,3.73,54,16.6,Moderate
83,330,144,65,6.97,119,34.1,Unhealthy
45,111,48,34,2.37,78,30.7,Moderate
286,341,122,100,9.5,134,39.5,Unhealthy for Sensitive
12,37,68,14,5.1,38,22.4,Moderate
18,121,55,42,3.31,75,26.1,Moderate
64,157,76,40,2.93,99,26.1,Unhealthy for Sensitive
55,240,101,51,3.98,92,33.3,Unhealthy for Sensitive
163,310,109,67,6.48,119,33.3,Unhealthy
26,106,29,17,4.62,82,26.9,Moderate
19,131,30,10,2.43,60,22.1,Moderate
29,106,24,4,2.76,45,24.5,Moderate
232,383,128,100,8.14,138,33.8,Very Unhealthy
115,319,116,70,7.11,123,27.1,Unhealthy
126,280,99,90,8.33,117,31.5,Unhealthy
98,265,95,75,6.84,116,33.5,Unhealthy
14,52,18,18,0.29,16,24.7,Good
166,334,118,73,8.48,95,23.0,Unhealthy
54,166,99,42,5.87,99,28.3,Unhealthy for Sensitive
253,441,133,100,9.37,150,38.5,Very Unhealthy
26,105,58,28,3.3,36,17.1,Moderate
56,152,67,38,5.11,98,25.7,Unhealthy for Sensitive
218,450,123,100,8.7,128,36.8,Very Unhealthy
18,347,111,82,7.24,122,34.8,Unhealthy
44,295,139,86,8.77,117,30.9,Unhealthy
33,140,62,31,3.63,60,26.3,Moderate
206,407,139,92,9.43,138,30.9,Very Unhealthy
206,411,129,95,10.0,149,38.9,Very Unhealthy
28,76,60,23,2.99,49,25.7,Unhealthy for Sensitive
105,280,100,64,7.29,142,38.2,Unhealthy
300,435,128,95,8.44,136,37.9,Very Unhealthy
112,271,131,65,9.14,135,40.6,Unhealthy
20,52,72,14,3.15,88,21.4,Moderate
131,396,150,96,9.43,141,30.3,Very Unhealthy
192,333,134,89,9.24,142,31.9,Very Unhealthy
5,41,30,2,1.14,39,22.4,Good
96,346,124,77,9.92,116,32.0,Unhealthy
170,219,118,83,8.73,108,27.7,Unhealthy
122,299,133,60,7.97,143,31.2,Unhealthy
129,450,131,99,10.0,150,34.0,Very Unhealthy
47,351,119,72,7.5,103,27.9,Unhealthy
38,219,57,35,6.01,96,24.7,Unhealthy for Sensitive
63,254,110,68,9.3,112,29.0,Unhealthy
26,110,56,34,4.0,41,20.9,Moderate
19,337,90,89,7.55,99,29.8,Unhealthy
50,226,57,49,4.04,77,23.4,Unhealthy for Sensitive
32,91,56,24,1.48,46,20.7,Moderate
17,54,56,32,2.82,84,34.6,Moderate
31,203,48,38,4.19,65,31.6,Moderate
42,214,87,50,4.29,81,29.9,Unhealthy for Sensitive
37,128,52,33,3.83,47,23.6,Moderate
41,156,56,40,5.63,98,30.6,Unhealthy for Sensitive
184,365,150,98,9.63,143,33.6,Very Unhealthy
108,273,102,73,6.81,116,28.3,Unhealthy
53,308,129,60,7.18,114,39.1,Unhealthy
105,271,125,71,8.45,108,35.8,Unhealthy
60,278,128,69,7.98,116,29.5,Unhealthy
32,77,38,40,4.93,96,36.4,Moderate
69,321,130,62,10.0,121,29.8,Unhealthy
61,257,114,53,7.9,118,36.8,Unhealthy
46,149,81,56,6.8,78,28.0,Unhealthy for Sensitive
48,178,64,43,6.85,81,23.1,Unhealthy for Sensitive
59,193,94,61,5.26,79,26.2,Unhealthy for Sensitive
143,282,88,67,8.19,126,37.5,Unhealthy
44,208,70,57,6.22,101,24.2,Unhealthy for Sensitive
35,174,27,40,3.41,40,15.0,Moderate
41,268,92,54,6.96,98,26.2,Unhealthy
20,347,108,44,8.85,90,31.8,Unhealthy
124,258,131,75,8.0,114,28.6,Unhealthy
27,43,54,34,3.57,36,24.8,Moderate
275,350,123,92,8.49,138,29.0,Very Unhealthy
27,46,83,29,1.69,55,26.9,Moderate
180,394,150,99,9.37,150,32.0,Very Unhealthy
20,97,43,28,1.96,32,21.9,Moderate
161,396,145,88,8.84,147,31.0,Very Unhealthy
40,184,63,52,5.71,70,25.3,Unhealthy for Sensitive
112,348,88,62,10.0,135,32.2,Unhealthy
34,57,42,36,4.35,80,37.2,Unhealthy
37,163,88,22,4.95,80,20.1,Unhealthy for Sensitive
52,175,100,57,3.82,97,32.1,Unhealthy for Sensitive
19,91,55,26,1.68,96,27.9,Moderate
75,276,124,76,6.51,125,40.7,Unhealthy
34,222,76,49,7.06,71,26.2,Unhealthy for Sensitive
27,126,52,32,3.24,81,27.1,Unhealthy
125,322,97,76,8.92,120,39.1,Unhealthy
38,173,95,53,5.59,107,25.9,Unhealthy for Sensitive
49,186,78,57,5.08,78,21.7,Unhealthy for Sensitive
190,409,138,92,9.09,149,40.7,Very Unhealthy
28,183,62,31,5.15,85,24.3,Moderate
81,312,117,70,7.67,135,41.3,Unhealthy
10,11,46,19,2.49,49,35.2,Unhealthy
47,229,83,52,6.02,118,33.7,Unhealthy for Sensitive
40,253,77,36,5.5,93,25.9,Unhealthy for Sensitive
41,205,89,39,3.29,67,28.5,Unhealthy for Sensitive
53,254,80,52,5.27,72,22.0,Unhealthy for Sensitive
37,154,33,17,2.04,88,31.6,Moderate
54,230,64,60,4.67,105,25.7,Unhealthy for Sensitive
295,406,125,98,9.11,149,36.2,Very Unhealthy
208,418,150,98,9.84,144,39.6,Very Unhealthy
13,52,25,18,1.12,35,21.7,Good
27,150,31,31,1.81,61,26.8,Moderate
9,49,53,17,1.84,39,20.0,Good
127,414,120,98,8.79,143,31.7,Very Unhealthy
217,289,136,85,9.12,148,35.2,Very Unhealthy
159,359,138,89,10.0,148,34.3,Very Unhealthy
46,184,95,63,6.54,90,29.0,Unhealthy for Sensitive
153,234,109,69,9.38,107,31.5,Unhealthy
100,239,129,54,7.0,110,27.5,Unhealthy
56,161,72,56,3.8,75,31.1,Unhealthy for Sensitive
21,232,93,40,7.7,107,27.4,Unhealthy for Sensitive
46,229,74,29,7.36,93,27.5,Unhealthy for Sensitive
130,428,143,92,9.26,134,28.6,Very Unhealthy
47,136,70,50,5.55,75,26.4,Unhealthy for Sensitive
8,149,22,41,4.34,47,28.3,Moderate
185,394,150,89,9.22,141,39.8,Unhealthy for Sensitive
77,270,111,84,7.67,150,33.1,Unhealthy
273,358,133,99,9.29,132,34.2,Very Unhealthy
14,155,24,26,5.24,87,32.2,Moderate
54,181,118,44,7.25,71,30.4,Unhealthy for Sensitive
223,381,117,91,9.01,150,36.0,Very Unhealthy
33,29,47,28,3.63,69,28.1,Moderate
95,302,121,96,7.52,133,34.4,Unhealthy
6,46,17,17,2.27,29,18.5,Good
23,132,30,38,4.27,82,31.2,Moderate
48,195,88,40,4.35,87,22.8,Unhealthy for Sensitive
117,311,127,64,7.64,91,26.4,Unhealthy
60,298,119,62,7.25,121,36.6,Unhealthy
255,450,137,89,8.94,147,34.9,Very Unhealthy
142,242,114,88,7.49,121,31.7,Unhealthy
42,75,59,41,3.37,62,18.8,Moderate
26,152,72,37,4.78,51,26.8,Moderate
122,300,102,63,6.36,125,30.1,Unhealthy
126,313,110,54,8.24,142,26.7,Unhealthy
92,282,108,66,8.29,130,38.2,Unhealthy
56,167,84,58,3.5,101,17.4,Unhealthy for Sensitive
123,308,127,85,7.31,124,31.0,Unhealthy
48,267,110,70,6.61,100,27.9,Unhealthy
12,136,37,31,2.19,65,29.0,Moderate
16,96,48,8,3.43,87,28.4,Moderate
37,274,96,41,4.08,88,31.8,Unhealthy for Sensitive
154,450,141,89,9.25,139,31.2,Very Unhealthy
46,180,68,66,4.92,75,29.6,Unhealthy for Sensitive
130,277,128,42,7.59,127,42.3,Unhealthy
37,112,94,34,4.79,83,38.0,Unhealthy for Sensitive
12,91,41,21,2.75,46,16.9,Moderate
37,156,85,21,7.82,85,24.2,Unhealthy for Sensitive
16,104,67,44,4.83,57,24.4,Moderate
40,149,54,30,1.62,51,25.7,Moderate
114,312,122,86,6.64,128,36.9,Unhealthy
47,225,96,60,6.76,81,34.8,Unhealthy for Sensitive
22,155,69,38,2.44,65,32.5,Moderate
19,99,55,24,3.04,69,25.1,Moderate
14,37,68,32,4.32,81,27.4,Moderate
9,129,46,32,3.04,59,24.0,Moderate
28,70,36,30,3.22,58,21.7,Moderate
149,294,99,73,8.54,128,31.7,Unhealthy
34,91,58,34,3.13,82,26.3,Moderate
103,313,115,62,6.94,105,31.9,Unhealthy
51,217,91,47,4.56,83,32.5,Unhealthy for Sensitive
53,195,91,51,4.06,115,31.5,Unhealthy for Sensitive
41,161,101,41,4.89,101,30.5,Unhealthy for Sensitive
17,133,39,23,2.56,30,17.7,Unhealthy
45,256,94,50,6.71,78,22.6,Unhealthy for Sensitive
105,438,137,82,8.11,140,32.4,Very Unhealthy
10,140,45,46,1.8,53,23.8,Moderate
124,308,104,82,7.39,136,34.9,Unhealthy
125,450,145,90,10.0,150,35.8,Very Unhealthy
221,385,132,94,10.0,141,31.5,Very Unhealthy
132,307,110,88,8.68,126,40.7,Unhealthy
35,83,31,24,4.51,80,17.5,Moderate
9,44,8,2,1.71,36,23.6,Good
46,274,67,68,6.09,92,31.2,Unhealthy for Sensitive
5,35,35,21,4.52,51,25.2,Moderate
16,137,36,16,5.77,56,25.5,Very Unhealthy
48,204,91,36,4.65,119,34.3,Unhealthy for Sensitive
36,263,75,64,4.82,125,33.5,Unhealthy for Sensitive
248,368,131,100,9.26,141,36.0,Very Unhealthy
11,31,20,2,0.43,44,21.2,Good
77,302,125,77,8.06,112,30.1,Unhealthy
49,248,85,63,5.45,105,31.2,Unhealthy for Sensitive
222,450,145,98,9.37,139,36.1,Very Unhealthy
39,150,92,51,4.12,56,17.9,Unhealthy for Sensitive
11,34,32,3,2.45,33,27.1,Good
30,108,54,17,2.92,32,19.5,Moderate
34,147,83,22,2.71,54,26.7,Moderate
39,189,93,46,5.12,60,22.3,Unhealthy for Sensitive
13,160,62,19,2.98,36,19.4,Moderate
173,298,114,86,7.16,86,29.1,Unhealthy
43,96,46,29,3.86,70,22.9,Moderate
86,434,137,84,9.31,133,36.6,Very Unhealthy
43,234,83,62,7.34,99,23.8,Unhealthy for Sensitive
133,356,109,72,7.37,118,30.9,Unhealthy
280,450,130,96,8.98,137,36.8,Very Unhealthy
300,425,150,96,9.31,140,39.7,Very Unhealthy
48,185,69,62,4.86,81,27.7,Unhealthy for Sensitive
28,210,56,53,5.14,90,28.8,Unhealthy for Sensitive
132,316,120,67,8.16,142,34.6,Unhealthy
50,265,89,43,4.05,81,23.2,Unhealthy for Sensitive
79,340,128,77,7.96,127,34.2,Unhealthy
28,67,49,30,2.92,52,22.4,Moderate
40,224,89,39,3.24,93,26.5,Unhealthy for Sensitive
22,44,9,42,3.85,62,27.8,Moderate
92,320,113,57,8.31,102,27.2,Unhealthy
32,131,109,64,5.11,90,21.0,Unhealthy for Sensitive
58,273,89,40,3.26,99,28.9,Unhealthy for Sensitive
39,225,86,57,4.28,85,35.8,Unhealthy for Sensitive
49,185,68,39,6.5,92,23.8,Unhealthy for Sensitive
44,228,100,39,5.96,61,26.4,Very Unhealthy
17,119,54,32,3.38,58,26.2,Moderate
50,204,59,48,5.86,91,29.6,Unhealthy for Sensitive
55,164,83,41,7.38,100,37.2,Unhealthy for Sensitive
47,204,81,49,5.24,115,31.4,Unhealthy for Sensitive
47,131,89,18,5.61,88,26.5,Unhealthy for Sensitive
9,110,62,39,5.2,50,20.2,Moderate
52,178,77,66,5.65,83,30.7,Unhealthy for Sensitive
221,377,137,95,8.89,150,37.6,Very Unhealthy
121,388,125,89,9.23,138,37.9,Very Unhealthy
39,180,82,54,6.77,102,30.8,Unhealthy for Sensitive
251,432,135,88,9.67,136,32.8,Very Unhealthy
40,234,101,44,6.68,89,32.7,Unhealthy for Sensitive
168,398,150,95,8.87,150,36.5,Good
44,234,80,63,6.0,72,27.9,Unhealthy for Sensitive
7,10,17,5,2.44,27,21.3,Good
33,225,94,32,3.28,90,31.8,Unhealthy for Sensitive
23,94,46,22,2.76,71,26.4,Moderate
44,237,92,45,6.23,79,26.9,Unhealthy for Sensitive
134,329,117,90,4.97,150,36.3,Unhealthy
35,162,82,48,2.67,82,30.1,Unhealthy for Sensitive
61,247,91,59,10.0,137,34.4,Unhealthy
23,64,54,40,2.24,61,19.1,Moderate
92,331,146,78,7.45,143,34.9,Unhealthy
27,94,59,24,4.67,33,20.8,Moderate
82,357,107,63,7.01,140,34.5,Unhealthy for Sensitive
37,197,77,33,5.35,102,34.4,Unhealthy for Sensitive
140,334,105,99,9.41,115,34.7,Unhealthy
188,376,150,98,8.62,147,35.5,Very Unhealthy
90,264,127,69,6.83,92,31.0,Unhealthy
5,277,146,54,8.16,136,36.0,Unhealthy
53,336,123,67,7.24,130,29.8,Unhealthy
105,402,131,99,9.73,133,33.8,Very Unhealthy
41,193,81,58,5.77,90,38.7,Unhealthy for Sensitive
50,123,42,72,6.01,124,40.2,Unhealthy for Sensitive
29,179,16,22,2.94,53,23.8,Moderate
18,114,40,29,3.29,50,29.3,Moderate
133,324,102,61,7.15,114,29.4,Unhealthy
227,407,119,100,8.3,140,34.3,Very Unhealthy
40,316,141,83,6.85,92,21.3,Unhealthy
14,126,51,25,2.51,51,31.9,Very Unhealthy
36,37,52,29,2.85,66,23.9,Moderate
68,284,119,68,7.6,125,30.3,Unhealthy
44,317,125,80,8.85,147,41.3,Unhealthy
254,448,140,89,9.07,130,31.2,Very Unhealthy
181,330,125,86,9.79,150,36.5,Very Unhealthy
99,290,122,74,6.09,127,30.3,Unhealthy
44,151,65,16,3.05,41,21.9,Moderate
113,319,107,58,8.38,127,35.8,Unhealthy
50,177,71,50,5.12,90,31.2,Unhealthy for Sensitive
49,119,75,36,5.82,62,22.2,Unhealthy for Sensitive
152,397,139,87,6.53,135,29.5,Unhealthy
55,257,74,35,4.29,90,26.1,Unhealthy for Sensitive
48,210,69,44,7.51,88,21.5,Unhealthy for Sensitive
88,312,119,79,7.62,125,34.0,Unhealthy
19,64,28,41,3.46,42,23.5,Moderate
38,379,103,70,8.41,93,31.0,Unhealthy
35,220,88,60,3.45,72,18.6,Unhealthy for Sensitive
29,195,90,57,5.89,93,31.7,Moderate
120,307,120,49,7.98,103,30.9,Unhealthy
57,249,53,56,4.47,99,28.2,Unhealthy for Sensitive
45,270,92,59,6.03,63,23.5,Unhealthy for Sensitive
25,109,64,13,4.45,66,15.8,Moderate
297,438,147,89,9.57,138,28.6,Very Unhealthy
17,122,67,26,3.46,59,24.3,Moderate
17,111,63,40,4.82,74,30.3,Moderate
197,375,148,83,9.24,134,33.4,Very Unhealthy
55,180,83,33,6.06,104,35.7,Unhealthy for Sensitive
24,106,76,29,2.62,58,23.6,Moderate
5,242,105,94,8.31,111,30.8,Unhealthy
34,61,24,21,2.13,20,17.8,Moderate
51,217,99,30,6.28,93,22.3,Unhealthy for Sensitive
23,155,79,38,3.22,80,33.0,Unhealthy for Sensitive
19,38,81,36,4.43,53,26.9,Moderate
121,343,120,83,7.54,120,36.8,Unhealthy
261,426,123,84,9.51,133,35.7,Very Unhealthy
5,29,22,13,1.91,47,26.5,Good
55,187,97,42,2.76,103,32.5,Unhealthy for Sensitive
7,83,73,23,5.11,63,27.3,Moderate
60,138,104,73,4.5,97,25.0,Unhealthy for Sensitive
73,287,138,78,9.19,113,30.9,Unhealthy
39,239,65,66,4.52,74,28.0,Unhealthy for Sensitive
44,174,94,54,6.19,94,33.1,Unhealthy for Sensitive
44,198,66,53,4.64,104,33.8,Unhealthy for Sensitive
43,188,75,61,5.29,88,22.9,Unhealthy for Sensitive
19,64,54,34,4.27,73,33.8,Moderate
21,127,47,35,4.46,67,24.5,Moderate
136,450,141,96,10.0,136,40.7,Very Unhealthy
134,376,144,94,9.78,144,42.7,Very Unhealthy
28,83,48,46,1.63,15,21.4,Good
30,114,53,2,3.88,74,25.0,Moderate
37,191,67,25,6.07,74,25.6,Unhealthy for Sensitive
7,22,5,6,2.01,38,25.3,Good
148,346,121,69,6.0,121,32.1,Unhealthy
300,440,141,96,8.93,145,37.7,Very Unhealthy
49,114,85,45,6.43,83,27.5,Unhealthy for Sensitive
33,92,43,21,2.24,47,24.2,Moderate
51,195,80,42,5.36,74,32.5,Unhealthy for Sensitive
49,214,74,52,3.95,78,20.4,Moderate
152,240,117,77,8.0,129,36.4,Unhealthy
41,188,107,44,4.07,82,20.2,Unhealthy for Sensitive
44,172,66,66,6.9,97,29.9,Unhealthy for Sensitive
99,373,128,78,8.85,94,33.4,Unhealthy
32,187,70,67,6.87,70,23.4,Unhealthy for Sensitive
5,10,44,20,1.91,43,26.4,Good
30,260,79,41,4.03,92,33.9,Unhealthy for Sensitive
41,234,73,49,6.9,75,28.6,Unhealthy for Sensitive
28,83,61,44,2.51,70,19.6,Moderate
16,61,67,21,1.72,26,28.0,Moderate
276,406,129,90,8.76,132,36.7,Moderate
52,141,78,52,8.19,82,30.5,Unhealthy for Sensitive
34,116,13,15,3.51,53,20.2,Moderate
239,407,130,99,8.85,149,38.4,Very Unhealthy
20,335,127,74,8.76,126,30.2,Unhealthy
34,231,70,56,4.43,117,20.0,Unhealthy for Sensitive
30,155,75,43,5.94,74,23.0,Moderate
73,305,121,68,6.82,124,31.5,Unhealthy
49,224,88,60,7.19,93,30.9,Unhealthy for Sensitive
42,218,105,50,6.25,82,22.2,Unhealthy for Sensitive
22,106,62,20,2.34,60,20.2,Moderate
28,261,73,56,6.44,96,28.2,Unhealthy for Sensitive
50,145,108,70,6.81,67,26.3,Unhealthy for Sensitive
34,36,15,26,1.84,64,23.2,Moderate
30,217,41,26,4.85,52,30.5,Moderate
10,133,53,19,4.32,85,24.7,Moderate
29,175,74,85,5.65,76,19.2,Unhealthy for Sensitive
129,270,122,87,7.92,119,28.2,Unhealthy
51,229,109,66,8.14,121,30.9,Unhealthy
57,214,72,56,5.31,90,32.6,Unhealthy for Sensitive
22,69,55,29,3.96,81,22.9,Moderate
55,206,86,46,4.42,128,24.9,Unhealthy for Sensitive
119,426,138,92,9.63,150,42.4,Unhealthy for Sensitive
41,160,106,74,6.58,124,33.8,Unhealthy for Sensitive
38,199,84,66,5.24,92,28.7,Unhealthy for Sensitive
30,56,57,35,2.83,88,24.8,Moderate
34,98,61,41,4.2,99,29.9,Moderate
158,256,105,54,9.05,149,36.7,Unhealthy
19,145,41,45,3.86,73,18.8,Moderate
26,209,110,62,3.79,108,28.8,Unhealthy for Sensitive
7,131,47,28,2.43,34,24.6,Moderate
136,309,135,68,9.18,108,35.4,Unhealthy
56,210,73,34,4.59,108,28.6,Unhealthy for Sensitive
6,58,18,6,2.06,38,24.8,Good
109,363,135,79,10.0,132,31.8,Very Unhealthy
54,338,109,63,8.79,147,36.8,Unhealthy
49,367,105,87,6.4,134,34.5,Unhealthy
12,102,22,20,2.95,77,29.7,Moderate
157,426,150,98,8.79,130,41.5,Moderate
27,153,65,31,2.55,68,29.8,Moderate
44,274,90,74,5.22,72,34.3,Unhealthy for Sensitive
14,18,55,34,0.39,46,26.2,Moderate
216,346,125,95,8.21,150,36.0,Very Unhealthy
38,163,79,39,6.11,100,27.1,Unhealthy for Sensitive
116,338,131,92,8.87,109,34.2,Unhealthy
212,363,137,87,9.39,150,33.3,Very Unhealthy
14,85,35,18,2.31,44,15.0,Moderate
89,333,84,100,6.41,116,30.7,Unhealthy
37,198,68,47,3.46,53,27.2,Unhealthy for Sensitive
41,138,79,55,7.12,108,28.9,Unhealthy for Sensitive
126,295,99,71,7.83,139,34.3,Unhealthy
19,130,75,32,3.33,60,24.7,Moderate
68,289,90,76,7.99,93,29.7,Unhealthy
44,202,68,55,3.86,86,21.3,Very Unhealthy
252,394,123,82,8.2,124,28.7,Very Unhealthy
81,328,109,64,6.02,127,33.6,Unhealthy
300,434,129,91,9.34,149,33.0,Very Unhealthy
115,306,94,55,7.11,108,36.5,Unhealthy
24,101,56,34,3.72,40,22.1,Moderate
10,45,25,2,1.8,12,17.4,Good
12,155,71,12,3.51,68,21.7,Moderate
44,196,69,34,5.23,94,32.5,Unhealthy for Sensitive
60,219,71,42,5.85,105,33.9,Unhealthy for Sensitive
60,186,70,57,6.43,74,26.7,Unhealthy for Sensitive
110,197,120,94,7.68,137,35.8,Unhealthy
50,253,95,69,4.39,84,24.2,Unhealthy for Sensitive
46,158,81,50,6.85,62,27.2,Unhealthy for Sensitive
190,349,123,87,9.35,134,35.5,Very Unhealthy
63,280,65,63,8.22,109,32.8,Unhealthy for Sensitive
29,54,59,39,4.16,71,21.5,Moderate
45,106,59,54,5.89,87,29.6,Unhealthy for Sensitive
116,302,117,90,8.53,142,42.4,Unhealthy
196,363,130,98,9.46,137,27.9,Moderate
264,351,149,84,8.92,149,30.8,Very Unhealthy
300,415,138,96,9.68,141,29.9,Very Unhealthy
5,41,34,2,0.94,52,27.0,Good
36,183,73,35,4.01,77,28.3,Unhealthy for Sensitive
7,24,7,6,2.28,11,19.1,Very Unhealthy
6,97,45,33,3.44,31,15.2,Moderate
149,300,110,66,9.37,113,33.1,Unhealthy
43,194,57,64,5.49,108,25.9,Unhealthy for Sensitive
52,238,96,48,7.68,98,33.6,Unhealthy for Sensitive
44,186,89,52,6.87,99,21.0,Unhealthy for Sensitive
42,193,63,35,4.35,105,32.5,Unhealthy for Sensitive
59,263,103,31,6.94,83,31.0,Unhealthy for Sensitive
22,178,72,78,5.2,79,24.5,Unhealthy for Sensitive
97,264,99,88,7.91,119,31.8,Unhealthy
43,233,60,38,4.35,111,30.8,Unhealthy
57,226,79,44,5.15,94,24.6,Unhealthy for Sensitive
54,261,86,39,5.76,110,22.4,Unhealthy for Sensitive
136,331,131,89,8.1,119,30.1,Unhealthy
16,127,52,33,2.83,46,21.0,Moderate
115,329,109,68,7.07,111,30.5,Unhealthy
28,44,77,16,1.75,77,34.1,Moderate
201,443,131,94,10.0,140,38.6,Very Unhealthy
34,91,64,32,4.42,90,27.9,Moderate
16,116,52,16,3.78,60,24.7,Moderate
164,292,132,75,9.13,121,29.5,Unhealthy
68,342,114,64,9.18,124,25.0,Unhealthy
22,130,64,37,2.19,72,19.6,Moderate
56,347,107,89,7.49,98,23.2,Unhealthy
83,353,119,66,6.68,143,34.8,Unhealthy
157,348,130,59,8.43,122,34.2,Unhealthy for Sensitive
51,191,115,55,4.95,74,19.4,Unhealthy for Sensitive
64,149,79,64,5.83,79,31.7,Unhealthy for Sensitive
197,353,143,95,8.47,150,35.7,Very Unhealthy
128,329,86,73,7.24,119,26.1,Unhealthy
62,288,104,73,9.64,121,32.5,Unhealthy
57,215,90,56,4.85,111,20.4,Unhealthy for Sensitive
41,306,58,63,6.98,83,26.4,Unhealthy for Sensitive
33,201,63,61,7.28,98,33.8,Unhealthy for Sensitive
24,130,33,3,2.08,50,25.3,Moderate
40,250,84,66,4.13,81,31.4,Unhealthy for Sensitive
26,60,45,26,2.97,78,23.6,Moderate
10,44,22,5,0.83,10,15.0,Good
266,419,125,84,9.27,144,33.7,Very Unhealthy
160,297,85,87,7.49,150,34.4,Unhealthy
31,378,83,59,9.12,135,40.0,Unhealthy
254,445,142,100,8.76,143,33.9,Very Unhealthy
125,322,135,57,7.42,123,37.0,Unhealthy
47,87,47,15,2.37,69,19.6,Moderate
52,290,74,41,6.76,84,28.2,Unhealthy for Sensitive
223,383,127,97,9.25,142,36.9,Very Unhealthy
21,131,38,46,3.87,48,24.7,Moderate
44,259,97,43,4.4,90,29.4,Unhealthy for Sensitive
120,297,130,88,6.98,150,36.7,Unhealthy
133,240,102,62,8.58,142,43.2,Unhealthy
220,450,118,100,9.68,131,35.9,Very Unhealthy
272,418,118,87,9.24,142,36.2,Very Unhealthy
34,206,66,28,2.01,43,18.8,Moderate
41,199,65,38,4.7,105,35.1,Unhealthy for Sensitive
55,227,56,47,6.0,98,35.4,Unhealthy for Sensitive
238,421,134,88,8.54,144,37.1,Unhealthy
33,126,54,37,4.15,83,26.6,Moderate
53,177,62,65,7.31,75,24.6,Unhealthy for Sensitive
218,349,142,85,9.76,148,44.9,Very Unhealthy
115,323,120,85,7.46,127,33.6,Unhealthy
151,413,125,88,9.76,149,36.8,Very Unhealthy
117,258,113,50,6.42,109,37.3,Unhealthy
129,306,119,79,9.12,113,31.1,Unhealthy
22,29,60,32,2.46,58,19.2,Moderate
258,414,108,92,9.03,143,37.7,Very Unhealthy
41,150,88,54,3.34,114,25.4,Very Unhealthy
16,121,63,29,4.91,29,18.2,Moderate
17,108,57,23,2.4,72,22.2,Moderate
41,407,121,83,7.1,146,35.6,Unhealthy
12,161,53,20,3.51,52,19.4,Moderate
10,47,5,11,0.2,18,15.0,Good
46,225,65,48,3.84,77,31.6,Unhealthy for Sensitive
5,61,46,36,3.5,58,17.4,Moderate
12,33,55,32,3.13,34,20.5,Moderate
23,100,12,28,2.86,84,25.0,Unhealthy
54,249,61,38,5.19,86,25.3,Unhealthy for Sensitive
45,204,94,36,4.62,90,31.4,Unhealthy for Sensitive
54,234,88,68,5.66,95,27.6,Unhealthy for Sensitive
23,118,61,29,2.85,56,26.6,Moderate
59,184,52,66,6.23,92,22.6,Unhealthy for Sensitive
45,258,75,57,6.33,90,29.7,Unhealthy for Sensitive
36,161,47,58,5.89,90,28.5,Unhealthy for Sensitive
