Vehicle_Type,Fuel_Type,Emission_Standard,CO,HC,NOx,PM,O2,Lambda,Issue
Car,Petrol,BS4,0.83,317,0.13,0.016,0.31,0.9,Rich Fuel Mixture
Car,Petrol,BS6,0.75,414,0.13,0.01,0.84,1.03,Spark Plug Issue
Car,Petrol,BS4,0.71,514,0.13,0.019,0.35,0.83,Fuel Injector Issue
Car,Petrol,BS4,0.7,307,0.18,0.024,0.69,0.89,Injector Problem
Car,Diesel,BS4,0.56,457,0.2,0.023,0.68,0.92,Turbocharger Issue
Car,Diesel,BS4,0.4,200,0.14,0.014,0.77,1.0,EGR Valve Problem
Car,Diesel,BS6,0.59,489,0.14,0.009,0.5,0.99,Air Filter Clogged
Car,Petrol,BS4,0.28,52,0.03,0.001,0.53,0.97,Normal
Car,Diesel,BS6,0.23,87,0.04,0.001,0.39,1.0,Normal
Car,Diesel,BS6,0.62,553,0.1,0.005,0.26,0.92,Rich Fuel Mixture
Car,Petrol,BS4,0.5,346,0.12,0.013,0.48,1.16,Air Filter Clogged
Car,Petrol,BS4,0.25,181,0.04,0.001,0.66,1.01,Normal
Car,Diesel,BS6,0.13,181,0.02,0.002,0.6,1.04,Normal
Car,Diesel,BS4,0.75,569,0.09,0.013,0.26,0.86,Rich Fuel Mixture
Car,Petrol,BS6,0.32,660,0.15,0.005,0.64,1.2,Engine Misfire
Car,Diesel,BS6,0.58,462,0.14,0.006,0.67,1.12,Spark Plug Issue
Car,Diesel,BS4,0.68,275,0.13,0.008,0.72,0.9,Air Filter Clogged
Car,Diesel,BS4,0.67,443,0.2,0.025,0.67,1.05,Injector Problem
Car,Petrol,BS4,0.86,566,0.11,0.015,0.45,0.89,Rich Fuel Mixture
Car,Diesel,BS6,0.62,645,0.12,0.005,0.76,1.09,Spark Plug Issue
Car,Diesel,BS6,0.55,436,0.14,0.02,0.43,1.09,Turbocharger Issue
Car,Diesel,BS4,0.41,581,0.11,0.009,0.83,1.2,Engine Misfire
Car,Petrol,BS4,0.64,544,0.12,0.018,0.46,0.77,Fuel Injector Issue
Car,Petrol,BS6,0.42,420,0.21,0.018,0.47,1.0,Injector Problem
Car,Petrol,BS6,0.63,195,0.14,0.015,0.76,1.19,EGR Valve Problem
Car,Diesel,BS6,0.54,507,0.11,0.005,0.77,1.08,Spark Plug Issue
Car,Diesel,BS6,0.6,319,0.17,0.02,0.53,1.0,Turbocharger Issue
Car,Petrol,BS6,0.59,416,0.17,0.013,0.32,1.11,DPF Clogging
Car,Diesel,BS4,0.51,258,0.21,0.016,0.77,0.96,Injector Problem
Car,Diesel,BS6,0.63,520,0.08,0.019,0.28,0.8,Fuel Injector Issue
Car,Diesel,BS4,0.18,124,0.04,0.003,0.64,1.01,Normal
Car,Petrol,BS4,0.41,452,0.11,0.012,0.74,1.01,DPF Clogging
Car,Diesel,BS6,0.6,319,0.24,0.02,0.51,0.88,Injector Problem
Car,Diesel,BS4,0.7,451,0.15,0.019,0.67,1.08,Turbocharger Issue
Car,Diesel,BS6,0.43,325,0.18,0.014,0.46,1.17,DPF Clogging
Car,Diesel,BS6,0.51,501,0.22,0.019,0.48,1.01,Turbocharger Issue
Car,Petrol,BS4,0.64,573,0.13,0.016,0.21,0.85,Rich Fuel Mixture
Car,Petrol,BS6,0.78,300,0.15,0.018,0.25,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.83,479,0.17,0.012,0.29,0.86,Rich Fuel Mixture
Car,Petrol,BS4,0.62,369,0.1,0.007,0.58,1.16,DPF Clogging
Car,Petrol,BS6,0.64,378,0.19,0.016,0.46,1.08,Turbocharger Issue
Car,Petrol,BS6,0.2,85,0.02,0.001,0.39,1.01,Normal
Car,Diesel,BS6,0.15,69,0.05,0.002,0.35,1.01,Normal
Car,Diesel,BS4,0.68,405,0.13,0.006,0.28,0.71,Fuel Injector Issue
Car,Diesel,BS4,0.51,435,0.18,0.009,0.69,0.93,Air Filter Clogged
Car,Petrol,BS4,0.43,292,0.19,0.007,0.31,1.19,EGR Valve Problem
Car,Diesel,BS4,0.34,507,0.07,0.005,0.66,1.05,Spark Plug Issue
Car,Diesel,BS6,0.62,332,0.23,0.023,0.59,0.94,Injector Problem
Car,Petrol,BS6,0.69,458,0.13,0.017,0.45,0.92,Rich Fuel Mixture
Car,Diesel,BS4,0.68,563,0.09,0.004,0.61,1.2,Engine Misfire
Car,Diesel,BS4,0.47,385,0.09,0.004,0.39,0.98,EGR Valve Problem
Car,Diesel,BS4,0.66,440,0.14,0.006,0.65,1.1,Engine Misfire
Car,Diesel,BS6,0.48,366,0.16,0.01,0.58,0.94,Air Filter Clogged
Car,Diesel,BS4,0.57,676,0.05,0.004,0.75,1.03,Spark Plug Issue
Car,Diesel,BS6,0.45,408,0.09,0.01,0.33,1.16,DPF Clogging
Car,Diesel,BS6,0.67,290,0.16,0.014,0.48,1.07,Turbocharger Issue
Car,Petrol,BS4,0.58,282,0.2,0.017,0.69,0.87,Injector Problem
Car,Petrol,BS4,0.64,394,0.19,0.009,0.29,1.08,EGR Valve Problem
Car,Diesel,BS4,0.64,471,0.23,0.021,0.78,0.99,Turbocharger Issue
Car,Petrol,BS4,0.19,168,0.03,0.001,0.66,1.05,Normal
Car,Diesel,BS6,0.61,422,0.15,0.011,0.65,1.08,EGR Valve Problem
Car,Diesel,BS4,0.61,257,0.12,0.01,0.52,1.19,EGR Valve Problem
Car,Diesel,BS6,0.49,292,0.13,0.008,0.55,1.11,DPF Clogging
Car,Petrol,BS4,0.53,472,0.22,0.012,0.48,0.91,Injector Problem
Car,Diesel,BS4,0.84,588,0.1,0.007,0.26,0.8,Rich Fuel Mixture
Car,Petrol,BS4,0.56,550,0.07,0.009,0.58,1.15,Spark Plug Issue
Car,Petrol,BS6,0.69,459,0.13,0.012,0.41,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.45,244,0.09,0.013,0.3,1.02,EGR Valve Problem
Car,Diesel,BS4,0.63,393,0.17,0.008,0.33,0.8,Rich Fuel Mixture
Car,Diesel,BS6,0.37,200,0.02,0.001,0.59,0.97,Normal
Car,Petrol,BS4,0.67,239,0.19,0.008,0.56,0.95,DPF Clogging
Car,Diesel,BS4,0.55,293,0.11,0.01,0.73,1.06,Turbocharger Issue
Car,Petrol,BS4,0.17,129,0.04,0.001,0.67,1.01,Normal
Car,Petrol,BS6,0.67,468,0.16,0.003,0.78,1.05,EGR Valve Problem
Car,Diesel,BS6,0.5,415,0.18,0.005,0.54,1.02,EGR Valve Problem
Car,Diesel,BS6,0.51,614,0.14,0.008,0.5,1.14,Spark Plug Issue
Car,Diesel,BS6,0.57,496,0.15,0.012,0.39,1.12,Air Filter Clogged
Car,Diesel,BS4,0.55,333,0.17,0.011,0.69,1.03,Injector Problem
Car,Diesel,BS6,0.41,222,0.16,0.01,0.58,1.16,EGR Valve Problem
Car,Diesel,BS4,0.42,582,0.14,0.002,0.59,1.21,Spark Plug Issue
Car,Diesel,BS6,0.54,531,0.09,0.009,0.77,1.16,Engine Misfire
Car,Petrol,BS4,0.46,693,0.09,0.005,0.81,1.02,Spark Plug Issue
Car,Petrol,BS4,0.59,325,0.12,0.011,0.54,1.09,Turbocharger Issue
Car,Diesel,BS4,0.6,349,0.16,0.02,0.46,0.89,Injector Problem
Car,Petrol,BS6,0.48,246,0.11,0.014,0.31,1.09,DPF Clogging
Car,Diesel,BS4,0.5,404,0.13,0.015,0.68,1.02,Turbocharger Issue
Car,Diesel,BS4,0.53,496,0.13,0.008,0.22,0.74,Fuel Injector Issue
Car,Diesel,BS6,0.68,325,0.19,0.024,0.75,0.92,Injector Problem
Car,Petrol,BS4,0.5,416,0.16,0.008,0.62,1.17,DPF Clogging
Car,Petrol,BS4,0.44,360,0.2,0.017,0.78,0.87,Turbocharger Issue
Car,Diesel,BS6,0.52,227,0.16,0.007,0.59,1.11,DPF Clogging
Car,Diesel,BS4,0.69,397,0.18,0.009,0.67,1.17,EGR Valve Problem
Car,Diesel,BS4,0.81,409,0.13,0.017,0.5,0.93,Rich Fuel Mixture
Car,Diesel,BS4,0.67,269,0.17,0.01,0.31,1.2,Air Filter Clogged
Car,Petrol,BS6,0.58,315,0.19,0.019,0.68,0.86,Injector Problem
Car,Diesel,BS4,0.46,219,0.19,0.008,0.36,1.03,Air Filter Clogged
Car,Petrol,BS4,0.53,345,0.11,0.007,0.38,0.91,Rich Fuel Mixture
Car,Petrol,BS6,0.5,441,0.18,0.023,0.78,1.04,Injector Problem
Car,Diesel,BS6,0.49,401,0.16,0.013,0.45,0.95,Turbocharger Issue
Car,Petrol,BS4,0.61,433,0.24,0.023,0.75,1.03,Injector Problem
Car,Petrol,BS4,0.5,225,0.2,0.004,0.67,1.18,EGR Valve Problem
Car,Diesel,BS4,0.52,444,0.2,0.004,0.62,0.99,EGR Valve Problem
Car,Diesel,BS6,0.63,447,0.12,0.004,0.39,1.04,DPF Clogging
Car,Diesel,BS4,0.64,332,0.23,0.024,0.76,1.08,Injector Problem
Car,Petrol,BS4,0.19,133,0.03,0.002,0.6,1.0,Normal
Car,Diesel,BS6,0.49,315,0.18,0.005,0.57,1.1,Air Filter Clogged
Car,Petrol,BS4,0.4,248,0.08,0.004,0.61,1.06,EGR Valve Problem
Car,Diesel,BS4,0.5,675,0.13,0.007,0.78,1.1,Engine Misfire
Car,Diesel,BS4,0.84,386,0.13,0.015,0.25,0.91,Fuel Injector Issue
Car,Diesel,BS4,0.53,227,0.14,0.005,0.79,1.01,Air Filter Clogged
Car,Petrol,BS6,0.64,597,0.13,0.018,0.23,0.85,Fuel Injector Issue
Car,Petrol,BS6,0.4,209,0.2,0.009,0.79,1.16,Air Filter Clogged
Car,Diesel,BS6,0.83,389,0.16,0.016,0.47,0.8,Rich Fuel Mixture
Car,Diesel,BS4,0.34,612,0.12,0.004,0.76,1.04,Spark Plug Issue
Car,Petrol,BS4,0.65,357,0.15,0.018,0.27,0.8,Fuel Injector Issue
Car,Diesel,BS4,0.53,356,0.11,0.013,0.23,0.8,Fuel Injector Issue
Car,Diesel,BS6,0.58,472,0.19,0.004,0.5,1.09,DPF Clogging
Car,Diesel,BS4,0.49,242,0.19,0.01,0.55,0.98,Air Filter Clogged
Car,Diesel,BS6,0.6,430,0.14,0.022,0.5,1.02,Turbocharger Issue
Car,Petrol,BS4,0.66,348,0.1,0.013,0.45,0.95,DPF Clogging
Car,Petrol,BS4,0.54,260,0.18,0.02,0.79,0.97,Turbocharger Issue
Car,Petrol,BS6,0.59,691,0.06,0.004,0.7,1.1,Spark Plug Issue
Car,Diesel,BS4,0.79,429,0.12,0.007,0.32,0.8,Fuel Injector Issue
Car,Petrol,BS4,0.62,557,0.13,0.01,0.35,0.93,Rich Fuel Mixture
Car,Petrol,BS6,0.67,303,0.17,0.018,0.65,0.92,Injector Problem
Car,Petrol,BS4,0.45,397,0.09,0.012,0.4,0.98,Air Filter Clogged
Car,Diesel,BS4,0.48,422,0.18,0.008,0.47,0.98,DPF Clogging
Car,Petrol,BS4,0.63,547,0.13,0.007,0.44,0.86,Fuel Injector Issue
Car,Diesel,BS6,0.21,113,0.02,0.003,0.68,0.99,Normal
Car,Diesel,BS4,0.58,349,0.13,0.01,0.57,1.07,Air Filter Clogged
Car,Petrol,BS4,0.68,442,0.14,0.009,0.35,0.94,EGR Valve Problem
Car,Diesel,BS6,0.72,533,0.18,0.007,0.26,0.72,Rich Fuel Mixture
Car,Diesel,BS4,0.54,435,0.22,0.016,0.77,0.96,Injector Problem
Car,Petrol,BS6,0.44,350,0.1,0.017,0.77,1.09,Injector Problem
Car,Petrol,BS4,0.61,286,0.08,0.012,0.64,1.14,DPF Clogging
Car,Diesel,BS4,0.31,206,0.01,0.002,0.54,1.0,Normal
Car,Petrol,BS6,0.37,79,0.01,0.002,0.29,0.96,Normal
Car,Petrol,BS4,0.41,250,0.17,0.019,0.7,1.09,Injector Problem
Car,Petrol,BS6,0.49,495,0.1,0.014,0.43,0.97,EGR Valve Problem
Car,Petrol,BS6,0.82,402,0.11,0.008,0.38,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.51,652,0.13,0.005,0.89,1.2,Engine Misfire
Car,Diesel,BS4,0.43,475,0.18,0.007,0.68,1.02,DPF Clogging
Car,Diesel,BS4,0.64,604,0.14,0.007,0.7,1.2,Engine Misfire
Car,Diesel,BS4,0.3,417,0.08,0.008,0.65,1.16,Spark Plug Issue
Car,Diesel,BS4,0.49,321,0.11,0.016,0.65,1.09,Injector Problem
Car,Diesel,BS4,0.23,78,0.02,0.002,0.41,1.0,Normal
Car,Petrol,BS6,0.65,439,0.23,0.011,0.46,1.08,Injector Problem
Car,Petrol,BS4,0.5,320,0.16,0.015,0.42,1.12,DPF Clogging
Car,Diesel,BS4,0.88,413,0.15,0.014,0.21,0.93,Rich Fuel Mixture
Car,Petrol,BS4,0.5,325,0.09,0.005,0.56,0.93,Air Filter Clogged
Car,Diesel,BS4,0.58,451,0.13,0.002,0.6,1.03,Spark Plug Issue
Car,Petrol,BS4,0.6,308,0.11,0.013,0.81,0.98,Turbocharger Issue
Car,Petrol,BS4,0.6,565,0.15,0.006,0.84,1.1,Engine Misfire
Car,Diesel,BS4,0.58,478,0.16,0.012,0.37,0.88,Fuel Injector Issue
Car,Diesel,BS4,0.88,360,0.15,0.017,0.43,0.87,Rich Fuel Mixture
Car,Petrol,BS6,0.42,472,0.21,0.011,0.71,1.01,Turbocharger Issue
Car,Petrol,BS4,0.51,578,0.13,0.003,0.54,1.12,Engine Misfire
Car,Diesel,BS4,0.54,619,0.1,0.006,0.77,1.29,Spark Plug Issue
Car,Diesel,BS4,0.65,269,0.09,0.006,0.75,0.96,DPF Clogging
Car,Petrol,BS6,0.85,542,0.15,0.017,0.32,0.93,Rich Fuel Mixture
Car,Petrol,BS6,0.51,478,0.14,0.011,0.46,0.93,Turbocharger Issue
Car,Petrol,BS6,0.87,471,0.09,0.011,0.32,0.92,Rich Fuel Mixture
Car,Diesel,BS6,0.59,264,0.15,0.014,0.75,1.19,Air Filter Clogged
Car,Diesel,BS4,0.43,363,0.13,0.017,0.81,1.08,Injector Problem
Car,Petrol,BS4,0.22,67,0.03,0.002,0.44,0.95,Normal
Car,Diesel,BS6,0.32,613,0.14,0.003,0.83,1.27,Engine Misfire
Car,Diesel,BS4,0.76,408,0.15,0.003,0.63,1.06,Spark Plug Issue
Car,Diesel,BS4,0.74,465,0.05,0.006,0.54,1.11,Engine Misfire
Car,Diesel,BS6,0.46,296,0.17,0.005,0.59,1.01,Air Filter Clogged
Car,Diesel,BS6,0.64,343,0.15,0.004,0.31,1.14,EGR Valve Problem
Car,Petrol,BS4,0.5,474,0.12,0.014,0.39,1.02,Air Filter Clogged
Car,Petrol,BS6,0.61,390,0.15,0.008,0.23,0.81,Rich Fuel Mixture
Car,Petrol,BS6,0.43,635,0.15,0.007,0.85,1.16,Spark Plug Issue
Car,Petrol,BS4,0.5,442,0.08,0.008,0.6,0.93,EGR Valve Problem
Car,Petrol,BS6,0.73,466,0.08,0.006,0.44,0.94,Fuel Injector Issue
Car,Diesel,BS4,0.55,371,0.21,0.017,0.73,0.88,Turbocharger Issue
Car,Diesel,BS6,0.6,385,0.12,0.011,0.69,1.17,DPF Clogging
Car,Petrol,BS4,0.48,336,0.15,0.02,0.62,0.99,Turbocharger Issue
Car,Petrol,BS4,0.54,425,0.1,0.008,0.62,1.2,Spark Plug Issue
Car,Petrol,BS4,0.61,275,0.19,0.015,0.42,1.1,EGR Valve Problem
Car,Petrol,BS4,0.87,490,0.15,0.009,0.39,0.89,Fuel Injector Issue
Car,Petrol,BS6,0.56,271,0.11,0.01,0.49,0.95,Air Filter Clogged
Car,Petrol,BS4,0.55,620,0.1,0.003,0.61,1.01,Engine Misfire
Car,Diesel,BS4,0.34,580,0.14,0.003,0.66,1.11,Engine Misfire
Car,Petrol,BS6,0.7,474,0.08,0.005,0.9,1.08,Spark Plug Issue
Car,Diesel,BS4,0.83,532,0.14,0.008,0.27,0.87,Rich Fuel Mixture
Car,Diesel,BS6,0.71,431,0.11,0.015,0.32,0.83,Rich Fuel Mixture
Car,Petrol,BS4,0.71,569,0.15,0.003,0.58,1.23,Engine Misfire
Car,Diesel,BS4,0.69,465,0.07,0.009,0.8,1.2,Spark Plug Issue
Car,Diesel,BS6,0.61,494,0.18,0.017,0.68,1.06,Injector Problem
Car,Diesel,BS4,0.34,122,0.02,0.002,0.49,1.0,Normal
Car,Diesel,BS6,0.79,598,0.16,0.018,0.2,0.92,Rich Fuel Mixture
Car,Diesel,BS4,0.83,387,0.17,0.016,0.44,0.8,Fuel Injector Issue
Car,Diesel,BS4,0.78,539,0.12,0.006,0.42,0.8,Fuel Injector Issue
Car,Diesel,BS4,0.15,161,0.01,0.002,0.3,1.04,Normal
Car,Petrol,BS4,0.44,388,0.2,0.011,0.55,0.91,Injector Problem
Car,Petrol,BS6,0.63,248,0.13,0.008,0.77,1.07,EGR Valve Problem
Car,Petrol,BS4,0.79,491,0.11,0.021,0.31,0.86,Rich Fuel Mixture
Car,Diesel,BS6,0.82,449,0.09,0.015,0.46,0.94,Rich Fuel Mixture
Car,Petrol,BS4,0.44,527,0.12,0.005,0.67,1.0,Spark Plug Issue
Car,Diesel,BS6,0.45,297,0.11,0.014,0.6,1.07,EGR Valve Problem
Car,Diesel,BS4,0.67,348,0.12,0.019,0.65,0.89,Turbocharger Issue
Car,Diesel,BS6,0.44,258,0.16,0.013,0.43,1.14,DPF Clogging
Car,Diesel,BS4,0.77,535,0.12,0.007,0.28,0.86,Fuel Injector Issue
Car,Diesel,BS4,0.57,199,0.11,0.012,0.58,0.9,DPF Clogging
Car,Diesel,BS4,0.53,408,0.1,0.011,0.43,0.98,Air Filter Clogged
Car,Diesel,BS6,0.45,389,0.15,0.011,0.34,1.0,EGR Valve Problem
Car,Petrol,BS6,0.44,448,0.19,0.019,0.73,1.02,Injector Problem
Car,Diesel,BS4,0.19,75,0.03,0.002,0.65,1.04,Normal
Car,Petrol,BS4,0.48,236,0.09,0.005,0.31,1.0,EGR Valve Problem
Car,Diesel,BS4,0.52,413,0.1,0.012,0.53,1.19,EGR Valve Problem
Car,Petrol,BS4,0.43,274,0.08,0.005,0.5,0.93,EGR Valve Problem
Car,Petrol,BS6,0.8,538,0.1,0.016,0.35,0.9,Rich Fuel Mixture
Car,Petrol,BS4,0.47,443,0.08,0.009,0.78,0.98,EGR Valve Problem
Car,Diesel,BS6,0.62,457,0.11,0.007,0.67,1.11,Engine Misfire
Car,Diesel,BS6,0.45,457,0.22,0.02,0.59,0.96,Turbocharger Issue
Car,Diesel,BS4,0.53,466,0.16,0.014,0.69,0.85,Injector Problem
Car,Diesel,BS6,0.42,224,0.09,0.013,0.65,1.09,EGR Valve Problem
Car,Petrol,BS6,0.57,430,0.12,0.013,0.61,1.0,Air Filter Clogged
Car,Petrol,BS6,0.18,189,0.02,0.003,0.64,1.02,Normal
Car,Petrol,BS6,0.46,497,0.1,0.003,0.69,1.02,Spark Plug Issue
Car,Diesel,BS6,0.59,287,0.16,0.006,0.6,1.14,EGR Valve Problem
Car,Diesel,BS6,0.2,87,0.05,0.002,0.53,1.01,Normal
Car,Diesel,BS6,0.54,454,0.19,0.02,0.56,1.04,Injector Problem
Car,Diesel,BS6,0.41,489,0.22,0.013,0.43,1.1,Injector Problem
Car,Diesel,BS6,0.49,633,0.06,0.004,0.69,1.2,Spark Plug Issue
Car,Petrol,BS4,0.22,129,0.02,0.002,0.34,0.96,Normal
Car,Diesel,BS6,0.65,562,0.13,0.002,0.53,1.2,Engine Misfire
Car,Diesel,BS4,0.65,419,0.14,0.006,0.84,1.28,Spark Plug Issue
Car,Petrol,BS6,0.6,462,0.2,0.003,0.37,1.18,Air Filter Clogged
Car,Diesel,BS6,0.44,259,0.14,0.016,0.5,1.02,EGR Valve Problem
Car,Diesel,BS4,0.58,300,0.18,0.011,0.4,0.9,Rich Fuel Mixture
Car,Petrol,BS6,0.72,381,0.17,0.009,0.42,1.08,DPF Clogging
Car,Petrol,BS4,0.75,438,0.14,0.004,0.8,1.18,Spark Plug Issue
Car,Petrol,BS6,0.48,438,0.17,0.008,0.32,1.11,EGR Valve Problem
Car,Diesel,BS6,0.68,400,0.19,0.011,0.5,1.1,Air Filter Clogged
Car,Petrol,BS6,0.5,307,0.2,0.016,0.69,0.95,Turbocharger Issue
Car,Diesel,BS6,0.44,699,0.08,0.009,0.55,1.2,Engine Misfire
Car,Petrol,BS6,0.55,521,0.1,0.018,0.29,0.94,Rich Fuel Mixture
Car,Petrol,BS4,0.6,503,0.14,0.008,0.34,0.94,Rich Fuel Mixture
Car,Diesel,BS4,0.52,509,0.07,0.004,0.57,1.2,Engine Misfire
Car,Petrol,BS4,0.58,302,0.19,0.01,0.75,1.13,DPF Clogging
Car,Diesel,BS6,0.78,449,0.15,0.006,0.53,1.13,Engine Misfire
Car,Petrol,BS6,0.49,504,0.14,0.005,0.36,1.03,Air Filter Clogged
Car,Petrol,BS4,0.42,276,0.11,0.005,0.48,1.15,Air Filter Clogged
Car,Diesel,BS6,0.47,381,0.18,0.006,0.55,1.05,EGR Valve Problem
Car,Diesel,BS6,0.59,575,0.09,0.007,0.32,0.8,Fuel Injector Issue
Car,Petrol,BS4,0.9,441,0.14,0.015,0.34,0.8,Rich Fuel Mixture
Car,Diesel,BS6,0.49,229,0.19,0.011,0.44,1.0,EGR Valve Problem
Car,Petrol,BS4,0.27,51,0.02,0.002,0.35,0.96,Normal
Car,Diesel,BS4,0.6,449,0.15,0.007,0.37,1.0,DPF Clogging
Car,Diesel,BS4,0.25,117,0.05,0.002,0.59,0.96,Normal
Car,Diesel,BS6,0.34,543,0.05,0.005,0.75,1.16,Engine Misfire
Car,Petrol,BS6,0.58,435,0.13,0.009,0.4,0.85,Fuel Injector Issue
Car,Diesel,BS4,0.65,468,0.14,0.005,0.85,1.2,Engine Misfire
Car,Diesel,BS6,0.7,448,0.11,0.017,0.24,0.73,Rich Fuel Mixture
Car,Petrol,BS4,0.61,223,0.1,0.004,0.64,0.95,DPF Clogging
Car,Diesel,BS4,0.35,93,0.02,0.003,0.47,0.96,Normal
Car,Diesel,BS4,0.48,402,0.1,0.008,0.6,1.13,DPF Clogging
Car,Diesel,BS4,0.59,429,0.14,0.007,0.72,1.01,DPF Clogging
Car,Diesel,BS4,0.59,430,0.16,0.024,0.56,0.87,Turbocharger Issue
Car,Diesel,BS6,0.7,291,0.16,0.017,0.45,1.02,Turbocharger Issue
Car,Petrol,BS6,0.46,414,0.18,0.008,0.47,1.06,EGR Valve Problem
Car,Petrol,BS4,0.68,494,0.18,0.012,0.32,0.98,Air Filter Clogged
Car,Diesel,BS4,0.7,440,0.16,0.008,0.42,1.14,EGR Valve Problem
Car,Diesel,BS6,0.51,349,0.09,0.018,0.42,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.75,330,0.16,0.009,0.43,0.8,Rich Fuel Mixture
Car,Petrol,BS4,0.31,150,0.02,0.004,0.51,1.04,Normal
Car,Diesel,BS4,0.45,479,0.17,0.01,0.55,1.01,DPF Clogging
Car,Petrol,BS4,0.68,485,0.13,0.016,0.38,0.8,Fuel Injector Issue
Car,Petrol,BS4,0.61,531,0.16,0.005,0.48,0.79,Fuel Injector Issue
Car,Petrol,BS6,0.48,408,0.11,0.007,0.85,1.04,Engine Misfire
Car,Petrol,BS6,0.47,443,0.2,0.006,0.65,1.14,Air Filter Clogged
Car,Diesel,BS4,0.6,459,0.2,0.007,0.34,1.05,EGR Valve Problem
Car,Petrol,BS4,0.55,405,0.22,0.012,0.48,1.07,Turbocharger Issue
Car,Diesel,BS4,0.47,451,0.09,0.003,0.88,1.26,Spark Plug Issue
Car,Diesel,BS6,0.64,412,0.15,0.007,0.72,0.96,EGR Valve Problem
Car,Diesel,BS6,0.62,503,0.16,0.018,0.62,0.96,Turbocharger Issue
Car,Diesel,BS4,0.52,251,0.2,0.012,0.52,1.06,Injector Problem
Car,Diesel,BS4,0.63,250,0.19,0.017,0.64,0.92,Turbocharger Issue
Car,Petrol,BS4,0.47,584,0.13,0.007,0.63,1.28,Spark Plug Issue
Car,Diesel,BS4,0.49,459,0.15,0.01,0.72,1.04,Spark Plug Issue
Car,Petrol,BS6,0.3,101,0.05,0.002,0.41,0.98,Normal
Car,Diesel,BS6,0.57,473,0.24,0.011,0.66,0.9,Turbocharger Issue
Car,Diesel,BS6,0.51,327,0.17,0.013,0.47,1.0,Air Filter Clogged
Car,Petrol,BS4,0.49,364,0.12,0.021,0.53,0.94,Turbocharger Issue
Car,Petrol,BS6,0.66,341,0.12,0.019,0.25,0.88,Rich Fuel Mixture
Car,Petrol,BS6,0.11,47,0.04,0.002,0.37,0.98,Normal
Car,Petrol,BS4,0.15,74,0.01,0.002,0.51,0.97,Normal
Car,Diesel,BS6,0.41,451,0.18,0.015,0.72,0.91,Turbocharger Issue
Car,Diesel,BS4,0.46,321,0.12,0.013,0.56,0.99,Injector Problem
Car,Petrol,BS6,0.63,283,0.22,0.013,0.56,0.97,Turbocharger Issue
Car,Petrol,BS6,0.28,183,0.05,0.003,0.56,1.02,Normal
Car,Diesel,BS4,0.59,625,0.15,0.003,0.81,1.08,Spark Plug Issue
Car,Petrol,BS4,0.34,155,0.03,0.001,0.59,0.96,Normal
Car,Petrol,BS6,0.8,438,0.08,0.01,0.49,0.89,Rich Fuel Mixture
Car,Diesel,BS6,0.55,394,0.14,0.011,0.33,0.8,Fuel Injector Issue
Car,Petrol,BS4,0.63,465,0.06,0.003,0.84,1.09,Spark Plug Issue
Car,Diesel,BS6,0.34,683,0.12,0.003,0.57,1.2,Spark Plug Issue
Car,Petrol,BS4,0.74,508,0.06,0.004,0.77,1.24,Engine Misfire
Car,Petrol,BS4,0.39,491,0.16,0.01,0.52,1.13,EGR Valve Problem
Car,Petrol,BS6,0.58,551,0.09,0.005,0.23,0.91,Rich Fuel Mixture
Car,Petrol,BS6,0.59,510,0.05,0.009,0.55,1.23,Spark Plug Issue
Car,Diesel,BS4,0.69,385,0.09,0.009,0.33,1.02,Air Filter Clogged
Car,Diesel,BS6,0.46,443,0.09,0.009,0.69,1.19,DPF Clogging
Car,Petrol,BS4,0.59,321,0.11,0.01,0.28,0.82,Fuel Injector Issue
Car,Diesel,BS4,0.44,242,0.09,0.013,0.74,0.96,DPF Clogging
Car,Petrol,BS6,0.37,475,0.14,0.006,0.54,1.2,Engine Misfire
Car,Petrol,BS4,0.49,276,0.19,0.024,0.58,1.1,Injector Problem
Car,Petrol,BS6,0.08,189,0.02,0.001,0.63,0.95,Normal
Car,Petrol,BS4,0.43,530,0.12,0.005,0.74,1.04,Spark Plug Issue
Car,Diesel,BS4,0.27,144,0.02,0.002,0.42,1.01,Normal
Car,Diesel,BS6,0.55,387,0.19,0.007,0.3,1.12,EGR Valve Problem
Car,Diesel,BS4,0.14,57,0.03,0.002,0.65,0.96,Normal
Car,Petrol,BS4,0.54,424,0.18,0.011,0.29,0.8,Fuel Injector Issue
Car,Diesel,BS6,0.61,365,0.15,0.007,0.42,0.91,Rich Fuel Mixture
Car,Diesel,BS4,0.86,370,0.1,0.019,0.32,0.81,Rich Fuel Mixture
Car,Diesel,BS4,0.79,499,0.13,0.006,0.42,0.9,Fuel Injector Issue
Car,Petrol,BS6,0.62,341,0.23,0.01,0.55,0.94,Injector Problem
Car,Petrol,BS4,0.55,547,0.13,0.009,0.39,0.92,Rich Fuel Mixture
Car,Diesel,BS4,0.55,495,0.11,0.008,0.83,1.01,Spark Plug Issue
Car,Petrol,BS6,0.48,356,0.09,0.007,0.31,0.99,EGR Valve Problem
Car,Diesel,BS6,0.56,311,0.11,0.012,0.8,1.17,Air Filter Clogged
Car,Petrol,BS4,0.56,340,0.18,0.004,0.38,1.03,Air Filter Clogged
